,id_x,price,property_type,subproperty_type,region,province,locality,zip_code,latitude,longitude,construction_year,total_area_sqm,surface_land_sqm,nbr_frontages,nbr_bedrooms,equipped_kitchen,fl_furnished,fl_open_fire,fl_terrace,terrace_sqm,fl_garden,garden_sqm,fl_swimming_pool,fl_floodzone,state_building,primary_energy_consumption_sqm,epc,heating_type,fl_double_glazing,cadastral_income,id_y,_merge
43202,28879000,345100.0,APARTMENT,APARTMENT,Flanders,Antwerp,Turnhout,2430,51.0851411,5.0657421,,117.0,,,3.0,MISSING,0,0,0,0.0,0,0.0,0,1,MISSING,,MISSING,MISSING,1,,,left_only
43216,11671000,345450.0,APARTMENT,APARTMENT,Flanders,East Flanders,Aalst,9300,50.9342398,4.0481151,,91.0,,2.0,2.0,MISSING,0,0,1,16.0,0,0.0,0,1,MISSING,,MISSING,MISSING,0,,,left_only
43236,9351000,345500.0,HOUSE,HOUSE,Flanders,West Flanders,Brugge,8020,51.0821443,3.1886282,2023.0,,469.0,3.0,3.0,INSTALLED,0,0,0,0.0,0,0.0,0,0,AS_NEW,30.0,A,GAS,0,,,left_only
43290,26763000,346000.0,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1755,50.7766183,4.1175632,,137.0,181.0,2.0,3.0,MISSING,0,0,1,,0,0.0,0,0,AS_NEW,24.37,A,MISSING,1,,,left_only
43312,67871000,346500.0,APARTMENT,DUPLEX,Flanders,Flemish Brabant,Halle-Vilvoorde,1500,,,,111.0,,,2.0,MISSING,0,0,1,4.0,0,0.0,0,1,MISSING,,MISSING,MISSING,0,,,left_only
43315,49408000,346500.0,APARTMENT,PENTHOUSE,Flanders,West Flanders,Kortrijk,8570,,,2018.0,88.0,,,2.0,MISSING,0,0,1,51.0,0,0.0,0,0,GOOD,,MISSING,GAS,1,,,left_only
43340,70163000,347000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1140,50.8558693,4.4184622,2023.0,95.0,,2.0,2.0,USA_HYPER_EQUIPPED,0,0,1,11.0,0,0.0,0,1,AS_NEW,108.0,C,GAS,1,,,left_only
43356,52785000,347000.0,APARTMENT,FLAT_STUDIO,Flanders,Flemish Brabant,Leuven,3000,50.8818485,4.7113628,2020.0,38.0,,2.0,1.0,MISSING,0,0,1,9.0,0,0.0,0,1,AS_NEW,,MISSING,MISSING,1,,,left_only
43363,5248000,347000.0,HOUSE,HOUSE,Flanders,East Flanders,Dendermonde,9200,51.0157837,4.1060081,,167.0,114.0,,3.0,MISSING,0,0,0,0.0,0,0.0,0,1,MISSING,20.0,A,MISSING,0,,,left_only
43384,75729000,347000.0,HOUSE,HOUSE,Wallonia,Namur,Namur,5300,50.4762812,5.0596487,,,713.0,4.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,1,MISSING,,MISSING,ELECTRIC,1,,,left_only
43438,69926000,347510.0,APARTMENT,APARTMENT,Flanders,East Flanders,Gent,9890,50.9284071,3.679605,2023.0,111.0,,,2.0,MISSING,0,0,1,8.0,0,0.0,0,1,GOOD,1.0,A++,MISSING,0,1.0,,left_only
43451,71155000,347913.0,HOUSE,HOUSE,Flanders,Antwerp,Turnhout,2480,51.2455742,5.1235191,,,329.0,3.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,1,MISSING,,MISSING,MISSING,0,,,left_only
43457,5958000,348000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2160,51.1998815,4.5254868,2023.0,120.0,,3.0,3.0,INSTALLED,0,0,1,6.0,0,0.0,0,0,AS_NEW,,MISSING,GAS,1,,,left_only
43469,74093000,348000.0,APARTMENT,APARTMENT,Wallonia,Walloon Brabant,Nivelles,1332,50.7183409,4.5025194,1965.0,88.0,,3.0,3.0,HYPER_EQUIPPED,0,0,1,16.0,1,95.0,0,1,GOOD,288.0,D,GAS,1,1038.0,,left_only
43525,41178000,348227.0,HOUSE,HOUSE,Wallonia,Hainaut,Mons,7034,,,,147.0,2000.0,4.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,1,AS_NEW,,A+,MISSING,0,,,left_only
43544,22869000,348500.0,HOUSE,HOUSE,Flanders,Antwerp,Turnhout,2300,51.3130422,4.9187213,2024.0,143.0,169.0,3.0,3.0,MISSING,0,0,1,,1,80.0,0,1,AS_NEW,20.0,A,MISSING,0,,,left_only
43554,39506000,348500.0,HOUSE,VILLA,Wallonia,Hainaut,Thuin,7120,50.422999,4.1064406,,120.0,1250.0,4.0,3.0,INSTALLED,0,0,1,,1,1130.0,0,0,MISSING,330.0,D,ELECTRIC,1,979.0,,left_only
43557,77625000,348652.0,HOUSE,HOUSE,Wallonia,Namur,Dinant,5360,,,,189.0,841.0,4.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,1,AS_NEW,,A+,MISSING,0,,,left_only
43580,10705000,349000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1050,50.8143262,4.3880694,1954.0,111.0,,2.0,2.0,INSTALLED,0,0,1,4.0,0,0.0,0,1,TO_RENOVATE,268.0,E,FUELOIL,0,1457.0,,left_only
43592,20141000,349000.0,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1140,50.8628244,4.4035841,,84.0,,,2.0,MISSING,0,0,1,,0,0.0,0,1,AS_NEW,115.0,C,MISSING,0,,,left_only
43616,42718000,349000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2100,51.2303681,4.4764142,1961.0,167.0,,,3.0,INSTALLED,0,0,0,0.0,0,0.0,0,0,MISSING,127.0,B,GAS,1,,,left_only
43620,49793000,349000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2180,51.2932886,4.4431415,,100.0,,2.0,2.0,INSTALLED,0,0,1,12.0,1,84.0,0,0,AS_NEW,,MISSING,MISSING,1,,,left_only
43621,13573000,349000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2240,51.2134013,4.6565528,,96.0,,,2.0,HYPER_EQUIPPED,0,0,0,0.0,1,24.0,0,1,MISSING,,MISSING,MISSING,1,,,left_only
43622,49026000,349000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2240,51.2134013,4.6565528,,102.0,,,2.0,HYPER_EQUIPPED,0,0,0,0.0,1,54.0,0,1,MISSING,,MISSING,MISSING,1,,,left_only
43630,48255000,349000.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2650,,,,90.0,,,2.0,HYPER_EQUIPPED,0,1,0,0.0,0,0.0,0,0,MISSING,92.0,A,MISSING,1,,,left_only
43659,17371000,349000.0,APARTMENT,APARTMENT,Flanders,East Flanders,Gent,9032,51.0892012,3.6898356,,94.0,,,2.0,MISSING,0,0,1,19.0,0,0.0,0,1,GOOD,0.0,MISSING,MISSING,0,,,left_only
43662,38617000,349000.0,APARTMENT,APARTMENT,Flanders,East Flanders,Gent,9040,51.0701791,3.7697972,2023.0,98.0,,,2.0,MISSING,0,0,1,15.0,0,0.0,0,0,GOOD,,A++,GAS,0,,,left_only
43663,59519000,349000.0,APARTMENT,APARTMENT,Flanders,East Flanders,Gent,9040,51.0701791,3.7697972,2023.0,99.0,,,2.0,MISSING,0,0,1,15.0,0,0.0,0,0,GOOD,,A++,GAS,0,,,left_only
43668,34570000,349000.0,APARTMENT,APARTMENT,Flanders,East Flanders,Gent,9070,51.0537594,3.7694523,2024.0,88.0,,3.0,2.0,INSTALLED,0,1,1,11.0,1,39.0,0,1,MISSING,,MISSING,MISSING,1,,,left_only
43681,55122000,349000.0,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Halle-Vilvoorde,1700,50.8704708,4.2574508,,96.0,,,2.0,MISSING,0,0,1,14.0,0,0.0,0,1,MISSING,,MISSING,MISSING,0,,,left_only
43704,5441000,349000.0,APARTMENT,APARTMENT,Flanders,Limburg,Hasselt,3980,51.067006,5.098377,2022.0,146.0,,,3.0,MISSING,0,0,1,24.0,0,0.0,0,0,AS_NEW,,MISSING,MISSING,0,,,left_only
43708,75048000,349000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8210,51.1550413,3.18775,2021.0,95.0,,,3.0,INSTALLED,0,0,1,25.0,0,0.0,0,1,GOOD,0.0,MISSING,MISSING,1,,,left_only
43733,57497000,349000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8400,51.2321987,2.9154087,2021.0,75.0,,,1.0,INSTALLED,0,0,0,0.0,0,0.0,0,0,AS_NEW,50.0,A,GAS,1,,,left_only
43746,56973000,349000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Veurne,8620,51.1515791,2.7244192,1989.0,,,2.0,2.0,SEMI_EQUIPPED,1,1,1,,0,0.0,0,0,GOOD,447.0,E,ELECTRIC,0,,,left_only
43748,8010000,349000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Veurne,8660,51.0981386,2.5822629,1979.0,105.0,,,2.0,MISSING,0,0,1,8.0,0,0.0,0,1,GOOD,215.0,C,ELECTRIC,1,1132.0,,left_only
43770,48521000,349000.0,APARTMENT,APARTMENT,Wallonia,Walloon Brabant,Nivelles,1420,50.6755087,4.3823656,,110.0,,,2.0,INSTALLED,0,0,1,32.0,0,0.0,0,1,MISSING,,A,MISSING,0,,,left_only
43776,44258000,349000.0,APARTMENT,DUPLEX,Brussels-Capital,Brussels,Brussels,1030,50.8677004,4.3871717,,95.0,,2.0,2.0,INSTALLED,0,0,1,11.0,0,0.0,0,1,JUST_RENOVATED,,MISSING,GAS,1,,,left_only
43810,28738000,349000.0,APARTMENT,GROUND_FLOOR,Flanders,East Flanders,Gent,9040,51.0656794,3.755662,,83.0,,,1.0,HYPER_EQUIPPED,0,0,1,17.0,1,47.0,0,1,MISSING,,MISSING,MISSING,1,,,left_only
43843,8107000,349000.0,APARTMENT,TRIPLEX,Flanders,East Flanders,Dendermonde,9230,51.0080408,3.8826136,2018.0,150.0,,,3.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,1,AS_NEW,138.0,B,GAS,1,,,left_only
43852,24537000,349000.0,HOUSE,APARTMENT_BLOCK,Wallonia,Hainaut,Tournai,7520,,,,,1988.0,3.0,3.0,NOT_INSTALLED,0,1,0,0.0,0,0.0,0,1,TO_RENOVATE,462.0,F,FUELOIL,0,2438.0,,left_only
43858,28935000,349000.0,HOUSE,BUNGALOW,Flanders,Antwerp,Turnhout,2235,51.0432515,4.8104061,1986.0,132.0,782.0,4.0,3.0,INSTALLED,0,0,0,0.0,0,0.0,0,0,GOOD,289.0,C,GAS,1,847.0,,left_only
43862,57941000,349000.0,HOUSE,BUNGALOW,Wallonia,Walloon Brabant,Nivelles,1460,,,2010.0,150.0,200.0,2.0,4.0,USA_HYPER_EQUIPPED,0,0,1,50.0,1,60.0,0,1,AS_NEW,,C,GAS,0,,,left_only
43899,74896000,349000.0,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2240,51.2357981,4.6922723,1961.0,122.0,1600.0,,2.0,MISSING,0,0,0,0.0,0,0.0,0,1,TO_RENOVATE,638.0,F,MISSING,0,,,left_only
43925,78878000,349000.0,HOUSE,HOUSE,Flanders,Antwerp,Mechelen,2500,51.1200325,4.5847049,1919.0,192.0,1091.0,4.0,4.0,MISSING,0,1,0,0.0,1,957.0,0,0,TO_RENOVATE,511.0,F,GAS,1,865.0,,left_only
43968,65903000,349000.0,HOUSE,HOUSE,Flanders,Antwerp,Turnhout,2400,51.1930038,5.1264333,1960.0,,49.0,2.0,4.0,MISSING,0,0,1,,0,0.0,0,1,MISSING,,MISSING,MISSING,0,,,left_only
43972,53276000,349000.0,HOUSE,HOUSE,Flanders,Antwerp,Turnhout,2440,51.0978338,4.945591,,,0.0,,3.0,MISSING,0,0,0,0.0,0,0.0,0,0,MISSING,325.0,D,MISSING,1,598.0,,left_only
44030,78300000,349000.0,HOUSE,HOUSE,Flanders,East Flanders,Gent,9000,51.0482019,3.7342863,1850.0,327.0,0.0,2.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,0,TO_RENOVATE,,MISSING,MISSING,0,,,left_only
44043,77429000,349000.0,HOUSE,HOUSE,Flanders,East Flanders,Gent,9800,50.976923,3.536399,1935.0,193.0,196.0,2.0,3.0,MISSING,0,0,0,0.0,1,1.0,0,0,JUST_RENOVATED,104.0,A,GAS,1,,,left_only
44050,46590000,349000.0,HOUSE,HOUSE,Flanders,East Flanders,Oudenaarde,9600,50.7456453,3.6162563,1996.0,203.0,366.0,2.0,3.0,HYPER_EQUIPPED,0,1,1,,1,,0,0,GOOD,230.0,C,GAS,1,907.0,,left_only
44064,25813000,349000.0,HOUSE,HOUSE,Flanders,East Flanders,Sint-Niklaas,9170,,,,130.0,68.0,,3.0,MISSING,0,0,0,0.0,0,0.0,0,1,MISSING,163.0,B,GAS,1,290.0,,left_only
44074,78565000,349000.0,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1730,50.9316472,4.2135808,1961.0,143.0,454.0,3.0,2.0,SEMI_EQUIPPED,0,0,1,,0,0.0,0,1,GOOD,419.0,E,FUELOIL,1,800.0,,left_only
44090,56053000,349000.0,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1800,50.9504502,4.4658209,1962.0,131.0,765.0,4.0,2.0,MISSING,0,0,1,,0,0.0,0,0,MISSING,525.0,F,GAS,1,1028.0,,left_only
44127,29629000,349000.0,HOUSE,HOUSE,Flanders,Limburg,Hasselt,3550,51.0224643,5.2379375,1967.0,,1397.0,4.0,3.0,INSTALLED,0,1,1,40.0,1,950.0,0,0,MISSING,,MISSING,FUELOIL,1,,,left_only
44136,11333000,349000.0,HOUSE,HOUSE,Flanders,Limburg,Hasselt,3600,50.9945981,5.5493911,1971.0,218.0,1371.0,4.0,3.0,MISSING,0,0,1,,0,0.0,0,0,MISSING,615.0,F,FUELOIL,1,1117.0,,left_only
44173,13902000,349000.0,HOUSE,HOUSE,Flanders,West Flanders,Kortrijk,8510,50.7759182,3.3014439,,291.0,1607.0,,5.0,SEMI_EQUIPPED,0,1,1,,0,0.0,0,1,TO_RENOVATE,429.0,E,FUELOIL,0,592.0,,left_only
44306,43551000,349000.0,HOUSE,MIXED_USE_BUILDING,Flanders,East Flanders,Oudenaarde,9660,50.814673,3.7695328,1971.0,606.0,1418.0,4.0,8.0,MISSING,0,0,1,,0,0.0,0,1,MISSING,986.0,E,GAS,1,1600.0,,left_only
44314,13202000,349000.0,HOUSE,MIXED_USE_BUILDING,Wallonia,Hainaut,Charleroi,6200,50.4087926,4.5206476,,415.0,250.0,2.0,6.0,MISSING,0,0,1,82.0,0,0.0,0,1,GOOD,166.0,B,FUELOIL,1,2585.0,,left_only
44346,56007000,349000.0,HOUSE,VILLA,Wallonia,Liège,Liège,4450,50.7106613,5.5358964,,233.0,610.0,3.0,4.0,INSTALLED,0,0,1,,0,0.0,0,1,GOOD,,E,MISSING,1,560.0,,left_only
44367,47744000,349065.0,APARTMENT,APARTMENT,Flanders,Antwerp,Turnhout,2230,51.0515882,4.8798383,,116.0,,3.0,2.0,HYPER_EQUIPPED,0,0,1,12.0,0,0.0,0,1,AS_NEW,,MISSING,MISSING,1,,,left_only
44369,75959000,349200.0,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Leuven,3270,50.9815445,4.9762385,,101.0,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,1,MISSING,,MISSING,MISSING,0,,,left_only
44382,76566000,349500.0,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2240,51.2139626,4.6603956,2021.0,87.0,,3.0,2.0,SEMI_EQUIPPED,0,1,1,10.0,0,0.0,0,0,GOOD,34.0,A,GAS,1,,,left_only
44390,35755000,349500.0,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Halle-Vilvoorde,1745,,,2022.0,142.0,,2.0,2.0,INSTALLED,0,1,1,26.0,0,0.0,0,0,MISSING,,MISSING,GAS,1,1052.0,,left_only
44404,20009000,349500.0,APARTMENT,APARTMENT,Wallonia,Liège,Huy,4520,50.5455772,5.1833921,1899.0,350.0,,4.0,7.0,INSTALLED,0,1,1,30.0,1,,0,1,GOOD,189.0,C,GAS,1,1140.0,,left_only
44419,7137000,349500.0,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2550,51.1347431,4.4698778,1956.0,175.0,700.0,2.0,4.0,SEMI_EQUIPPED,0,0,0,0.0,1,582.0,0,0,TO_RENOVATE,1056.0,F,MISSING,0,825.0,,left_only
44441,45590000,349500.0,HOUSE,VILLA,Wallonia,Luxembourg,Virton,6810,49.6901544,5.3717116,,,500.0,2.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,1,MISSING,,MISSING,MISSING,1,,,left_only
44474,60918000,349900.0,APARTMENT,APARTMENT,Wallonia,Luxembourg,Virton,6720,49.7282608,5.641011,,100.0,,,2.0,NOT_INSTALLED,0,0,1,6.0,0,0.0,0,1,AS_NEW,85.0,A,MISSING,0,,,left_only
44475,20712000,349900.0,APARTMENT,APARTMENT,Wallonia,Namur,Namur,5100,50.4143625,4.8803889,2001.0,104.0,,3.0,3.0,INSTALLED,0,0,0,0.0,1,1.0,0,0,AS_NEW,158.0,B,GAS,1,1256.0,,left_only
44490,28956000,349900.0,HOUSE,HOUSE,Flanders,West Flanders,Oostend,8400,51.2199048,2.9108039,1930.0,163.0,182.0,4.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,0,GOOD,283.0,C,MISSING,0,,,left_only
44498,8204000,349900.0,HOUSE,HOUSE,Wallonia,Luxembourg,Neufchâteau,6860,,,2024.0,148.0,718.0,3.0,3.0,MISSING,0,0,1,8.0,1,630.0,0,1,MISSING,,A,GAS,1,,,left_only
44571,1359000,350000.0,APARTMENT,APARTMENT,Flanders,East Flanders,Aalst,9470,50.8842209,4.0809711,,162.0,,,3.0,MISSING,0,0,1,6.0,1,50.0,0,0,GOOD,,MISSING,MISSING,0,,,left_only
44574,2125000,350000.0,APARTMENT,APARTMENT,Flanders,East Flanders,Gent,9000,51.0467964,3.7078408,1973.0,91.0,,,2.0,INSTALLED,0,0,1,18.0,0,0.0,0,0,MISSING,112.0,B,GAS,1,,,left_only
44600,58478000,350000.0,APARTMENT,APARTMENT,Flanders,Limburg,Maaseik,3920,51.2328763,5.29108,2024.0,135.0,,,2.0,HYPER_EQUIPPED,0,0,1,9.0,0,0.0,0,0,AS_NEW,,MISSING,MISSING,1,,,left_only
44622,9466000,350000.0,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8430,51.1835829,2.8045005,1966.0,98.0,,,3.0,SEMI_EQUIPPED,0,1,0,0.0,0,0.0,0,1,GOOD,453.0,E,GAS,0,,,left_only
44654,24307000,350000.0,APARTMENT,APARTMENT,Wallonia,Namur,Namur,5000,50.4714945,4.8655141,,104.0,,,2.0,USA_INSTALLED,0,0,1,3.0,0,0.0,0,0,AS_NEW,81.0,A,GAS,0,,,left_only
44672,36936000,350000.0,APARTMENT,APARTMENT,Wallonia,Walloon Brabant,Nivelles,1420,50.6836074,4.3715129,,98.0,,,2.0,MISSING,0,0,1,11.0,0,0.0,0,1,MISSING,,MISSING,GAS,1,,,left_only
44688,68350000,350000.0,APARTMENT,DUPLEX,Flanders,Antwerp,Antwerp,2070,51.2058721,4.3441292,1992.0,213.0,,,5.0,MISSING,0,0,1,,0,0.0,0,1,MISSING,157.0,B,GAS,1,,,left_only
44742,30215000,350000.0,HOUSE,APARTMENT_BLOCK,Wallonia,Liège,Liège,4460,50.6321701,5.4782828,,323.0,0.0,2.0,3.0,MISSING,0,0,1,15.0,0,0.0,0,0,MISSING,,C,MISSING,1,2007.0,,left_only
44748,71520000,350000.0,HOUSE,APARTMENT_BLOCK,Wallonia,Luxembourg,Arlon,6791,49.5602977,5.8322538,1949.0,233.0,1235.0,,6.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,0,1,TO_RESTORE,454.0,F,GAS,1,1016.0,,left_only
44749,18684000,350000.0,HOUSE,APARTMENT_BLOCK,Wallonia,Namur,Namur,5000,50.4654821,4.8402036,,230.0,76.0,2.0,5.0,MISSING,0,0,0,0.0,0,0.0,0,1,GOOD,,C,MISSING,1,3800.0,,left_only
44752,68302000,350000.0,HOUSE,BUNGALOW,Flanders,Antwerp,Turnhout,2230,51.0450738,4.9256706,1980.0,238.0,538.0,4.0,3.0,SEMI_EQUIPPED,0,1,1,,1,,0,0,GOOD,343.0,D,FUELOIL,1,989.0,,left_only
44807,75725000,350000.0,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9310,50.9436226,4.1403138,,150.0,921.0,4.0,0.0,MISSING,0,0,0,0.0,1,1.0,0,0,TO_RENOVATE,,MISSING,MISSING,0,443.0,,left_only
44830,49786000,350000.0,HOUSE,HOUSE,Flanders,East Flanders,Dendermonde,9200,51.0157837,4.1060081,,173.0,118.0,,3.0,MISSING,0,0,0,0.0,0,0.0,0,1,MISSING,20.0,A,MISSING,0,,,left_only
44836,52045000,350000.0,HOUSE,HOUSE,Flanders,East Flanders,Gent,9000,51.0636506,3.708191,1899.0,107.0,87.0,2.0,3.0,MISSING,0,0,0,0.0,1,25.0,0,1,AS_NEW,121.0,B,GAS,1,,,left_only
44851,32754000,350000.0,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1500,,,,145.0,528.0,3.0,3.0,INSTALLED,0,0,0,0.0,0,0.0,0,1,GOOD,,F,GAS,1,,,left_only
44857,52276000,350000.0,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1702,,,1958.0,130.0,331.0,2.0,4.0,INSTALLED,0,0,1,20.0,1,140.0,0,1,AS_NEW,189.0,B,GAS,1,,,left_only
44867,78222000,350000.0,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1880,51.0099237,4.3670856,1980.0,105.0,496.0,4.0,2.0,SEMI_EQUIPPED,0,1,1,35.0,1,51.0,0,0,TO_BE_DONE_UP,354.0,D,GAS,1,1025.0,,left_only
44868,79114000,350000.0,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1910,50.9349742,4.5414247,,260.0,950.0,4.0,5.0,INSTALLED,0,0,0,0.0,1,560.0,0,1,MISSING,,MISSING,FUELOIL,1,,,left_only
44871,12882000,350000.0,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1930,50.8815421,4.504648,1874.0,162.0,120.0,3.0,4.0,HYPER_EQUIPPED,0,0,1,70.0,0,0.0,0,1,GOOD,298.0,C,GAS,1,617.0,,left_only
44887,51934000,350000.0,HOUSE,HOUSE,Flanders,Limburg,Hasselt,3800,50.7961128,5.1774937,2024.0,167.0,340.0,3.0,3.0,INSTALLED,0,0,1,21.0,1,150.0,0,1,AS_NEW,,A++,SOLAR,0,,,left_only
44906,31194000,350000.0,HOUSE,HOUSE,Flanders,West Flanders,Kortrijk,8520,50.8539854,3.2871717,2024.0,,0.0,,3.0,MISSING,0,0,0,0.0,0,0.0,0,0,MISSING,,MISSING,MISSING,1,,,left_only
44946,65227000,350000.0,HOUSE,HOUSE,Wallonia,Hainaut,Thuin,6596,,,1850.0,330.0,3200.0,4.0,4.0,NOT_INSTALLED,0,0,0,0.0,1,3000.0,0,1,GOOD,870.0,G,FUELOIL,1,705.0,,left_only
44968,74158000,350000.0,HOUSE,HOUSE,Wallonia,Liège,Liège,4990,50.2847856,5.7878173,,336.0,1028.0,3.0,7.0,INSTALLED,0,1,0,0.0,0,0.0,1,0,GOOD,513.0,G,FUELOIL,1,714.0,,left_only
44988,8622000,350000.0,HOUSE,HOUSE,Wallonia,Luxembourg,Marche-en-Famenne,6960,50.2346365,5.6197984,1950.0,322.0,2300.0,4.0,8.0,MISSING,0,0,0,0.0,1,2000.0,0,0,MISSING,142.0,B,GAS,1,1.0,,left_only
44991,77945000,350000.0,HOUSE,HOUSE,Wallonia,Luxembourg,Neufchâteau,6830,49.8311231,5.0016647,1967.0,103.0,1600.0,4.0,4.0,SEMI_EQUIPPED,0,1,1,,0,0.0,0,1,MISSING,563.0,G,MISSING,0,503.0,,left_only
45000,4395000,350000.0,HOUSE,HOUSE,Wallonia,Namur,Dinant,5570,50.1486024,4.8240836,,520.0,547.0,,16.0,MISSING,0,0,0,0.0,1,547.0,0,1,GOOD,227.0,D,MISSING,0,,,left_only
45010,39814000,350000.0,HOUSE,HOUSE,Wallonia,Namur,Namur,5350,50.4368488,5.1210104,,237.0,625.0,4.0,5.0,MISSING,0,0,1,20.0,1,500.0,0,0,TO_BE_DONE_UP,262.0,D,FUELOIL,1,,,left_only
45013,24885000,350000.0,HOUSE,HOUSE,Wallonia,Namur,Namur,5640,50.3352131,4.6473302,2024.0,143.0,354.0,3.0,3.0,MISSING,0,0,0,0.0,1,354.0,0,0,MISSING,,A+,ELECTRIC,1,,,left_only
45019,1202000,350000.0,HOUSE,HOUSE,Wallonia,Walloon Brabant,Nivelles,1310,50.7456119,4.4928186,1961.0,104.0,209.0,2.0,2.0,SEMI_EQUIPPED,0,0,1,17.0,1,142.0,0,0,GOOD,330.0,D,GAS,1,,,left_only
45023,1308000,350000.0,HOUSE,HOUSE,Wallonia,Walloon Brabant,Nivelles,1400,50.5943568,4.332518,,144.0,330.0,2.0,3.0,INSTALLED,0,1,1,22.0,1,220.0,0,1,AS_NEW,160.0,B,GAS,1,627.0,,left_only
45065,9008000,350000.0,HOUSE,VILLA,Flanders,Limburg,Hasselt,3580,51.0607177,5.2162016,1973.0,167.0,1219.0,4.0,4.0,INSTALLED,0,1,0,0.0,0,0.0,0,0,GOOD,345.0,D,GAS,1,761.0,,left_only
45073,36620000,350000.0,HOUSE,VILLA,Wallonia,Hainaut,Mons,7330,,,1998.0,190.0,1609.0,4.0,3.0,INSTALLED,0,0,0,0.0,1,1609.0,0,1,GOOD,,C,FUELOIL,0,1122.0,,left_only
45082,16195000,350000.0,HOUSE,VILLA,Wallonia,Liège,Liège,4041,,,,120.0,432.0,4.0,3.0,MISSING,0,0,1,30.0,1,300.0,0,1,GOOD,461.0,F,MISSING,0,,,left_only
45084,75736000,350000.0,HOUSE,VILLA,Wallonia,Liège,Verviers,4900,50.4849091,5.8624138,,,984.0,4.0,4.0,MISSING,0,0,0,0.0,0,0.0,0,1,TO_BE_DONE_UP,446.0,F,GAS,0,1346.0,,left_only
45088,77796000,350000.0,HOUSE,VILLA,Wallonia,Luxembourg,Neufchâteau,6800,,,,570.0,36836.0,4.0,5.0,MISSING,0,0,1,,0,0.0,0,1,TO_RENOVATE,640.0,G,MISSING,0,2108.0,,left_only
45123,44847000,350750.0,APARTMENT,APARTMENT,Flanders,West Flanders,Kortrijk,8570,50.8383971,3.4061615,,105.0,,,2.0,INSTALLED,0,1,1,37.0,0,0.0,0,1,GOOD,,MISSING,MISSING,1,,,left_only
45125,25038000,350773.0,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Halle-Vilvoorde,1800,50.9228315,4.4213012,2023.0,110.0,,4.0,2.0,HYPER_EQUIPPED,0,0,1,11.0,0,0.0,0,1,AS_NEW,,MISSING,GAS,1,,,left_only
45167,62634000,351500.0,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8210,51.1549941,3.1837896,,97.0,,4.0,2.0,INSTALLED,0,0,1,23.0,0,0.0,0,1,AS_NEW,,MISSING,MISSING,0,,,left_only
45189,79187000,351761.0,APARTMENT,APARTMENT,Flanders,East Flanders,Gent,9800,,,2021.0,123.0,,2.0,3.0,INSTALLED,0,1,1,18.0,1,,0,0,MISSING,,MISSING,MISSING,1,,,left_only
45208,24286000,352000.0,APARTMENT,GROUND_FLOOR,Flanders,Limburg,Hasselt,3500,50.9371591,5.3355347,,117.0,,,2.0,MISSING,0,0,1,15.0,1,29.0,0,1,MISSING,,A,MISSING,1,,,left_only
